run, type, Ident, FE, AvgE, S, U, W, HO_PE, PB, SA, Valence, Coulomb, VdW, VdW6, VdW12, Bond, Angle, Pdihed, Idihed, Tether, RunTime, WallTime, Converged, Crashed
vm2,ligand,hpa,46.6960606484,16.6213942546,30.0746663938,48.5450179242,-53.3853746834,21.4618296448,-55.7106017774,2.325227094,2.8232803868,44.9950026767,0.7267348607,-6.9357181049,7.6624529656,0.1852006491,0.737849149,1.9002305887,0.0,0.0,37.28,37.58,yes,no
vm2,ligand,hx2,-29.8867615345,-39.809134895,9.9223733604,9.4518665697,-62.6743727063,13.413643528,-64.727623874,2.0532511677,2.7059449102,5.9346170928,0.8113045667,-4.7593784261,5.5706829928,0.0687122692,2.6101547248,0.0270328566,4.50596e-05,0.0,5.31,5.48,yes,no
vm2,ligand,hx3,-27.8108742773,-36.3481520053,8.537277728,14.0334473718,-63.7952071152,13.413643528,-65.8785055957,2.0832984805,14.3923569273,-1.0111567751,0.6522472195,-4.7501257242,5.4023729437,0.0790467821,2.6430139636,11.6698076502,0.0004885314,0.0,5.7,5.87,yes,no
vm2,ligand,mba,2.1835871548,-19.8771740857,22.0607612404,22.3718047066,-58.3453850123,16.0963722336,-60.2747128374,1.9293278251,2.197536492,19.5003673355,0.6739008791,-4.7978627257,5.4717636048,0.1512640287,1.0503577077,0.9959147556,0.0,0.0,5.33,5.48,yes,no
vm2,ligand,mha,22.6785790263,-8.1825697886,30.8611488149,24.3096088607,-53.9539269998,21.4618296448,-56.2741397013,2.3202127016,3.4022766429,19.9086908745,0.9986413433,-7.6153467368,8.6139880801,0.2142535547,1.2396741942,1.9483488939,0.0,0.0,24.28,26.54,yes,no
vm2,ligand,mhp,32.3734936617,-2.9243367299,35.2978303916,25.0217042241,-52.0902751282,24.1445583504,-54.6021077348,2.5118326066,3.9888909286,19.8817751589,1.1510381366,-9.0124607773,10.1634989139,0.2433697627,1.3328443245,2.4126768414,0.0,0.0,38.43,38.64,yes,no
vm2,ligand,nmb,52.7531182783,31.7114389417,21.0416793366,69.9297829373,-54.3145523239,16.0963722336,-56.2248806867,1.9103283628,1.1871093911,68.7057072876,0.0369662587,-3.83002862,3.8669948787,0.1233230411,0.4975791477,0.5662072022,0.0,0.0,8.19,8.43,yes,no
vm2,ligand,nmh,74.0403914544,44.0171372422,30.0232542122,71.6141731673,-49.0587063377,21.4618296448,-51.3674862041,2.3087798664,2.3936261185,68.8689494564,0.3515975924,-6.563162618,6.9147602104,0.186234561,0.6974967691,1.5098947884,0.0,0.0,26.35,26.74,yes,no
vm2,ligand,oam,56.414099073,21.8244122565,34.5896868166,49.2033391091,-51.5232281213,24.1445583504,-54.0438119103,2.520583789,3.3710682253,44.9513423991,0.8809284847,-8.2637829889,9.1447114736,0.2106133036,0.8075774778,2.3528774438,0.0,0.0,65.87,66.36,yes,no
vm2,ligand,oct,-8.8080732371,-31.3585246406,22.5504514034,7.0230823668,-58.9491919292,20.5675867429,-61.4520334734,2.5028415442,8.114954339,-2.077637977,0.9857660049,-8.4937744441,9.479540449,0.1571638852,2.5665243473,5.3905540707,0.0007120358,0.0,37.15,37.56,yes,no
vm2,ligand,pam,25.9781387453,4.7454601905,21.2326785548,46.5773728138,-57.9281257916,16.0963722336,-59.8654955608,1.9373697692,1.6564025656,44.5252011287,0.3957691195,-4.1884878203,4.5842569398,0.1280868998,0.5618241236,0.9664915421,0.0,0.0,8.86,9.28,yes,no
vm2,ligand,pnt,-35.9950490156,-45.174256962,9.1792079464,6.8639158593,-64.554359137,12.5194006261,-66.4771811963,1.9228220593,6.4436691933,-0.0815367107,0.5017833767,-4.5018642829,5.0036476596,0.0863078696,2.3505540726,4.006276281,0.0005309701,0.0,5.03,5.28,yes,no
